stable_id,platform,title,publisher,canonical_url,published_date,duration_seconds,content_type,status,relevance_status,rights_status,content_sha256,path
X_JsIHUfUjc,youtube,How to Build a Self-Improving Company with AI,Y Combinator,https://www.youtube.com/watch?v=X_JsIHUfUjc,2026-05-21,808,transcript,accepted,relevant,third-party,ec6917220497e7ba58d41ad1c9ec99f23df417597684c814cee9abd09470d7dc,sources/youtube/accepted/2026-05-21--how-to-build-a-self-improving-company-with-ai--y-combinator--X_JsIHUfUjc.md
I9c8STV7Hnw,youtube,The New Era of Jobs: Organizational Singularity | EP #258,Peter H. Diamandis,https://www.youtube.com/watch?v=I9c8STV7Hnw,2026-05-26,3709,transcript,accepted,relevant,third-party,9baa838f1f1171c340855198f507c28d3647f6c83c7bbb71b115536141c46297,sources/youtube/accepted/2026-05-26--the-new-era-of-jobs-organizational-singularity-ep-258--peter-h-diamandis--I9c8STV7Hnw.md
B246K_G7mHU,youtube,Inside YC's AI Playbook,Y Combinator,https://www.youtube.com/watch?v=B246K_G7mHU,2026-05-27,2790,transcript,accepted,relevant,third-party,9d439e50cb6fe35ded44e207bae53e236ca6d3cb7786b322839d5d4a0807a7e3,sources/youtube/accepted/2026-05-27--inside-yc-s-ai-playbook--y-combinator--B246K_G7mHU.md
WKXmbMpg2l8,youtube,Preparing Enterprise Architectures for the Agentic AI Era,Boston Consulting Group,https://www.youtube.com/watch?v=WKXmbMpg2l8,2026-05-27,269,transcript,accepted,relevant,third-party,ad40027ebf0c5457fa78eb9d8821a1351803fa3cd782fcd0dd826ce5481aa10d,sources/youtube/accepted/2026-05-27--preparing-enterprise-architectures-for-the-agentic-ai-era--boston-consulting-group--WKXmbMpg2l8.md
r6UpmlKHN8k,youtube,How Ramp is Restructuring Marketing Around AI Agents,The Dave Gerhardt Show,https://www.youtube.com/watch?v=r6UpmlKHN8k,2026-06-04,2935,transcript,accepted,relevant,third-party,d5cd3c6b46631f8419c36fe28156b0d3c50ecef26ab32da991a54f2a34555306,sources/youtube/accepted/2026-06-04--how-ramp-is-restructuring-marketing-around-ai-agents--the-dave-gerhardt-show--r6UpmlKHN8k.md
mPAHvz8kW24,youtube,The Most AI-Pilled CEO We Know,Y Combinator,https://www.youtube.com/watch?v=mPAHvz8kW24,2026-06-10,3247,transcript,accepted,relevant,third-party,748bf07194cce57e02136aca19c83f98db4f2f93839f100754ff83013935b2c8,sources/youtube/accepted/2026-06-10--the-most-ai-pilled-ceo-we-know--y-combinator--mPAHvz8kW24.md
ekXJCDNEmOM,youtube,Inside Harvey AI: CEO Winston Weinberg on How a 4-Year-Old Company Is Taking on the Foundation Labs,Sourcery with Molly O'Shea,https://www.youtube.com/watch?v=ekXJCDNEmOM,2026-06-16,2284,transcript,accepted,relevant,third-party,f4d5fc88e098196b6ba7cd342eb50c479d2ce4bc4f3dedb0cc08b890cc744fa6,sources/youtube/accepted/2026-06-16--inside-harvey-ai-ceo-winston-weinberg-on-how-a-4-year-old-company-is-taking-on-the-foundation-labs--sourcery-with-molly-o-shea--ekXJCDNEmOM.md
0rOTbUv8LAo,youtube,The Future of Enterprise: Agentic AI Explained | Armour1x TV | Episode 1,Armour1x TV,https://www.youtube.com/watch?v=0rOTbUv8LAo,2026-07-01,92,transcript,accepted,relevant,third-party,54381256647ca9972cda65984a010720615a7b14a514f0442a0994bc05a88427,sources/youtube/accepted/2026-07-01--the-future-of-enterprise-agentic-ai-explained-armour1x-tv-episode-1--armour1x-tv--0rOTbUv8LAo.md
Ds5mgCiZqNk,youtube,I Built an AI “Second Brain” That Remembers My Entire Business,David Ursino,https://www.youtube.com/watch?v=Ds5mgCiZqNk,2026-07-02,143,transcript,accepted,relevant,third-party,25b20d425ecf586c27f9be9116dee22e1210992033669ce270749f88062368e0,sources/youtube/accepted/2026-07-02--i-built-an-ai-second-brain-that-remembers-my-entire-business--david-ursino--Ds5mgCiZqNk.md
fVut0ceg2IY,youtube,Book an OpenTable Icon today,OpenTable UK & Ireland,https://www.youtube.com/watch?v=fVut0ceg2IY,2026-06-22,20,transcript,rejected,irrelevant,third-party,3d81d2dc321923335550ea36dffca3253ce9d21e350335241ea1f4f2d433aeac,sources/youtube/rejected/2026-06-22--book-an-opentable-icon-today--opentable-uk-ireland--fVut0ceg2IY.md
